Time,Cumulative (Received),Cumulative (Endorsed Successfully),Cumulative (Committed Successfully)
4,274807,274807,274794
9,274807,274807,274794
14,274815,274807,274794
19,274839,274807,274794
24,274877,274807,274794
29,274929,274807,274794
34,274983,274807,274794
39,275035,274807,274794
44,275089,274807,274794
49,275145,274807,274794
54,275200,274807,274794
59,275259,274807,274794
64,275315,274807,274794
69,275375,274807,274794
74,275435,274807,274794
79,275499,274807,274794
84,275561,274807,274794
89,275625,274807,274794
94,275691,274807,274794
99,275757,274807,274794
104,275827,274807,274794
109,275899,274807,274794
114,275969,274807,274794
119,276043,274807,274794
124,276120,274807,274794
129,276197,274807,274794
134,276277,274807,274794
139,276359,274807,274794
144,276443,274807,274794
149,276530,274807,274794
154,276619,274807,274794
159,276711,274807,274794
164,276806,274807,274794
169,276903,274807,274794
174,277005,274807,274794
179,277110,274807,274794
184,277217,274807,274794
189,277330,274807,274794
194,277447,274807,274794
199,277567,274807,274794
204,277694,274807,274794
209,277827,274807,274794
214,277965,274807,274794
219,278109,274807,274794
224,278262,274807,274794
229,278422,274807,274794
234,278591,274807,274794
239,278769,274807,274794
244,278959,274807,274794
249,279163,274807,274794
254,279381,274807,274794
259,279616,274807,274794
264,279871,274807,274794
269,280150,274807,274794
274,280456,274807,274794
279,280797,274807,274794
284,281185,274807,274794
289,281627,274807,274794
294,282151,274807,274794
299,282649,274807,274794
304,282956,274807,274794
309,283297,274807,274794
314,283684,274807,274794
319,284127,274807,274794
324,284356,274807,274794
329,284356,274807,274794
334,284356,274807,274794
339,284356,274807,274794
344,284356,274807,274794
349,284356,274807,274794
354,284356,274807,274794
359,284356,274807,274794
364,284356,274807,274794
369,284353,274804,274794
389,8,8,
394,20,20,
399,25,25,
404,25,25,
409,25,25,
414,25,25,
419,25,25,
