Time,Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s)
2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,NaN,0.000995,NaN,0.000461,NaN,NaN,0.000539,0.000692,0.000619,0.000709,0.000660,NaN,0.000897,0.000832,0.000640,NaN
42,0.000626,0.000708,0.000643,0.000711,0.000745,0.000783,0.000607,0.000605,0.000637,0.000631,0.000642,0.000699,0.000652,0.000689,0.000612,0.000706
47,0.000608,0.000633,0.000633,0.000663,0.000648,0.000657,0.000609,0.000607,0.000634,0.000609,0.000639,0.000630,0.000648,0.000670,0.000611,0.000642
52,0.000608,0.000669,0.000625,0.000657,0.000664,0.000638,0.000682,0.000729,0.000660,0.000828,0.000771,0.000667,0.000703,0.000744,0.000735,0.000619
57,0.000815,0.000991,0.000777,0.000898,0.000763,0.000770,0.000870,0.00106,0.000831,0.000955,0.00101,0.000850,0.000839,0.000991,0.000924,0.000715
62,0.00109,0.00108,0.000872,0.00102,0.000936,0.00103,0.00102,0.00119,0.00105,0.00108,0.00109,0.00112,0.000954,0.00106,0.00107,0.000939
67,0.00124,0.00115,0.000991,0.00110,0.00111,0.00125,0.00115,0.00120,0.00111,0.00111,0.00111,0.00120,0.00104,0.00115,0.00106,0.00102
72,0.000873,0.000964,0.00102,0.000959,0.00113,0.00125,0.00110,0.00101,0.00108,0.00107,0.000962,0.00115,0.00101,0.00103,0.000989,0.00110
77,0.000714,0.000873,0.000954,0.000826,0.00101,0.00108,0.000941,0.000844,0.000880,0.000937,0.000858,0.000926,0.000894,0.000938,0.000833,0.000969
82,0.000652,0.000728,0.000818,0.000717,0.000760,0.000791,0.000734,0.000765,0.000768,0.000717,0.000732,0.000793,0.000701,0.000759,0.000777,0.000883
87,0.000654,0.000671,0.000623,0.000704,0.000609,0.000656,0.000602,0.000726,0.000685,0.000637,0.000709,0.000732,0.000627,0.000692,0.000718,0.000680
92,0.000617,0.000668,0.000644,0.000777,0.000628,0.000705,0.000647,0.000795,0.000635,0.000686,0.000621,0.000795,0.000618,0.000814,0.000754,0.000652
97,0.000370,0.000301,0.000713,0.000345,0.000561,0.000707,NaN,NaN,0.000475,NaN,NaN,0.000327,0.000294,0.000307,0.000295,0.000780
102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
