Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
0,0,0,0
5,0,0,0
10,0,0,0.08333333333333333
15,18.266666666666666,18.266666666666666,41.75
20,135.8,135.8,177.5
25,288.46666666666664,288.46666666666664,330.1666666666667
30,423.5333333333333,423.46666666666664,441.3333333333333
35,458.1333333333333,458.1333333333333,458
40,458.73333333333335,458.73333333333335,459
45,458.8666666666667,458.8666666666667,459.5
50,460.8,460.8,461.0833333333333
55,462.06666666666666,462,463.1666666666667
60,470.46666666666664,470.46666666666664,474.4166666666667
65,485.06666666666666,485,489.25
70,500.6666666666667,500.73333333333335,503.5
75,508.2,508.26666666666665,508.25
80,508.59999999999997,508.5333333333333,508.75
85,508.8666666666667,508.8666666666667,509.0833333333333
90,509.8,509.5333333333333,509.8333333333333
95,508.6666666666667,508.8,509.25
100,512.9333333333333,512.9333333333333,516.75
105,526.6,526.8,531.1666666666666
110,544.8666666666667,544.8666666666667,549.4166666666666
115,558.2666666666667,558.2666666666667,559.25
120,561.2666666666667,561.2666666666667,560.9166666666666
125,561.3333333333334,561.3333333333334,561
130,562,561.9333333333333,561.9166666666666
135,561.4666666666667,561.4,562.9166666666667
140,575.4,575.2,588.25
145,635.1333333333333,634.9333333333333,649.7388903701728
150,702.7333333333333,702.8,714.4166666666666
155,752.3333333333334,752,748.8
160,752.0666666666666,751.8,746.2624683291106
165,743.6666666666666,743.5333333333333,739.1543460871884
170,741.4666666666667,740.6666666666666,746.5208861040751
175,750.2,750.3333333333334,755.1666666666666
180,755.8666666666667,755.5333333333333,763.0960239142996
185,763.2,763.8666666666667,762.4293350224474
190,759.4,758.8666666666667,758.4166666666666
195,760.8,760.8666666666667,759.1666666666666
200,756.3333333333334,756.2666666666667,757.3333333333333
205,756.8,755.7333333333333,753.3333333333334
210,749.7333333333333,750,746.1666666666666
215,749,749.2666666666667,742.25
220,741.4666666666667,743.3333333333334,740.1666666666666
225,742.0666666666666,741.2666666666667,740.6359546817728
230,737.0666666666666,737.2,738.25
235,739.4666666666667,739.4,741.8333333333334
240,740.8666666666667,740.7333333333333,739.3459084830805
245,743,742.8666666666667,742.5
250,737.8,737.2666666666667,736.8333333333333
255,738.3333333333334,739.4,743.7685203707408
260,739.0666666666666,739,740.25
265,745.2666666666667,745.4,747.25
270,743.8666666666667,743.8,736.3333333333334
275,736.8666666666667,736.6,737.046481407437
280,731.1333333333333,731.7333333333333,728.5833333333334
285,730.4666666666667,730.2666666666667,735
290,737.4666666666667,736.4,729.453247965853
295,732.7333333333333,732.2,724.75
300,724.5884156502033,723.7885756182096,715.1250493275962
305,709.6,710.8,711.5
310,716,716.0666666666666,723.25
315,712.07574848303,713.0092685203708,705.8775166660619
320,589.0666666666666,589.7333333333333,534.1833333333333
325,343.6666666666667,344.1333333333333,284.6333333333333
330,109.6,109.8,64.96666666666667
335,0,0,0.11666666666666667
340,0,0,0
345,0,0,0
