Time,TPS (Received),TPS (Endorsed Successfully),TPS (Committed Successfully)
3,0,0,0
8,13.733333333333333,13.666666666666666,28.166666666666668
13,85.86666666666666,85.86666666666666,109.66666666666667
18,213.13333333333333,213,258.4166666666667
23,366.06666666666666,366,396.9166666666667
28,460.59999999999997,460.3333333333333,482.0833333333333
33,500.06666666666666,500.2,499.9166666666667
38,486.4,486.4,471.5
43,414.26666666666665,414.46666666666664,390.0833333333333
48,286.93333333333334,286.93333333333334,241.79999999999998
53,133.93333333333334,134.06666666666666,103.55
58,39.4,39.46666666666667,18.3
63,0,0,0
68,0,0,0
