Time,State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s)
4,0.000505,0.000527,,,,,,,,,,,,,,
9,0.000529,0.000539,,,,,,,,,,,,,,
14,0.000531,0.000531,,,,,,,,,,,,,,
19,0.000530,0.000531,,,,,,,,,,,,,,
24,0.000523,0.000523,,,,,,,,,,,,,,
29,0.000519,0.000522,,,,,,,,,,,,,,
34,0.000517,0.000513,,,,,,,,,,,,,,
39,0.000514,0.000515,,,,,,,,,,,,,,
44,0.000515,0.000514,,,,,,,,,,,,,,
49,0.000515,0.000523,,,,,,,,,,,,,,
54,0.000518,0.000521,,,,,,,,,,,,,,
59,0.000511,0.000515,,,,,,,,,,,,,,
64,0.000512,0.000523,,,,,,,,,,,,,,
69,0.000518,0.000526,,,,,,,,,,,,,,
74,0.000517,0.000531,,,,,,,,,,,,,,
79,0.000522,0.000527,,,,,,,,,,,,,,
84,0.000516,0.000526,,,,,,,,,,,,,,
89,0.000530,0.000526,,,,,,,,,,,,,,
94,0.000523,0.000514,,,,,,,,,,,,,,
99,0.000531,0.000521,,,,,,,,,,,,,,
104,0.000522,0.000522,,,,,,,,,,,,,,
109,0.000521,0.000529,,,,,,,,,,,,,,
114,0.000524,0.000524,,,,,,,,,,,,,,
119,0.000523,0.000522,,,,,,,,,,,,,,
124,0.000528,0.000522,,,,,,,,,,,,,,
129,0.000525,0.000528,,,,,,,,,,,,,,
134,0.000558,0.000565,,,,,,,,,,,,,,
139,0.000576,0.000591,,,,,,,,,,,,,,
144,0.000597,0.000615,,,,,,,,,,,,,,
149,0.000604,0.000618,,,,,,,,,,,,,,
154,0.000609,0.000624,,,,,,,,,,,,,,
159,0.000606,0.000623,,,,,,,,,,,,,,
164,0.000601,0.000628,,,,,,,,,,,,,,
169,0.000606,0.000635,,,,,,,,,,,,,,
174,0.000609,0.000630,,,,,,,,,,,,,,
179,0.000605,0.000624,,,,,,,,,,,,,,
184,0.000595,0.000613,,,,,,,,,,,,,,
189,0.000602,0.000620,,,,,,,,,,,,,,
194,0.000604,0.000619,,,,,,,,,,,,,,
199,0.000610,0.000619,,,,,,,,,,,,,,
204,0.000601,0.000619,,,,,,,,,,,,,,
209,0.000600,0.000618,,,,,,,,,,,,,,
214,0.000608,0.000629,,,,,,,,,,,,,,
219,0.000612,0.000625,,,,,,,,,,,,,,
224,0.000607,0.000625,,,,,,,,,,,,,,
229,0.000595,0.000612,,,,,,,,,,,,,,
234,0.000592,0.000615,,,,,,,,,,,,,,
239,0.000611,0.000627,,,,,,,,,,,,,,
244,0.000623,0.000631,,,,,,,,,,,,,,
249,0.000634,0.000634,,,,,,,,,,,,,,
254,0.000630,0.000622,,,,,,,,,,,,,,
259,0.000622,0.000627,,,,,,,,,,,,,,
264,0.000617,0.000627,,,,,,,,,,,,,,
269,0.000616,0.000631,,,,,,,,,,,,,,
274,0.000613,0.000627,,,,,,,,,,,,,,
279,0.000606,0.000615,,,,,,,,,,,,,,
284,0.000601,0.000618,,,,,,,,,,,,,,
289,0.000609,0.000625,,,,,,,,,,,,,,
294,0.000614,0.000638,,,,,,,,,,,,,,
299,0.000633,0.000645,,,,,,,,,,,,,,
304,0.000630,0.000644,,,,,,,,,,,,,,
309,0.000619,0.000638,,,,,,,,,,,,,,
314,0.000585,0.000622,,,,,,,,,,,,,,
