Time,orderer.dwntp.com:8443,peer0.org1.dwntp.com:9443,peer1.org1.dwntp.com:9443,peer10.org1.dwntp.com:9443,peer11.org1.dwntp.com:9443,peer12.org1.dwntp.com:9443,peer13.org1.dwntp.com:9443,peer14.org1.dwntp.com:9443,peer15.org1.dwntp.com:9443,peer2.org1.dwntp.com:9443,peer3.org1.dwntp.com:9443,peer4.org1.dwntp.com:9443,peer5.org1.dwntp.com:9443,peer6.org1.dwntp.com:9443,peer7.org1.dwntp.com:9443,peer8.org1.dwntp.com:9443,peer9.org1.dwntp.com:9443
0,2406,2406,2406,,,,,,,2406,2406,2406,2406,2406,2406,,
5,2406,2406,2406,,,,,,,2406,2406,2406,2406,2406,2406,,
10,2410,2406,2406,,,,,,,2406,2407,2406,2406,2406,2406,,
15,2524,2433,2462,,,,,,,2449,2517,2507,2436,2460,2486,,
20,2748,2609,2668,,,,,,,2651,2739,2726,2622,2665,2699,,
25,2978,2838,2897,,,,,,,2880,2968,2955,2851,2895,2929,,
30,3206,3068,3126,,,,,,,3109,3197,3184,3080,3124,3157,,
35,3435,3296,3355,,,,,,,3338,3426,3413,3309,3352,3386,,
40,3666,3526,3585,,,,,,,3568,3657,3644,3539,3583,3617,,
45,3896,3756,3815,,,,,,,3799,3886,3874,3769,3813,3847,,
50,4128,3987,4046,,,,,,,4029,4118,4105,4000,4044,4078,,
55,4364,4219,4280,,,,,,,4262,4354,4340,4233,4278,4312,,
60,4615,4462,4526,,,,,,,4508,4604,4591,4476,4524,4561,,
65,4869,4715,4780,,,,,,,4761,4859,4844,4729,4777,4814,,
70,5124,4970,5035,,,,,,,5016,5113,5099,4985,5033,5069,,
75,5377,5224,5289,,,,,,,5270,5367,5354,5238,5286,5324,,
80,5632,5478,5543,,,,,,,5524,5622,5607,5492,5541,5578,,
85,5888,5733,5798,,,,,,,5780,5878,5863,5748,5796,5833,,
90,6142,5989,6054,,,,,,,6035,6132,6118,6003,6052,6088,,
95,6398,6241,6306,,,,,,,6287,6387,6372,6255,6304,6342,,
100,6670,6502,6573,,,,,,,6553,6659,6643,6518,6570,6611,,
105,6948,6778,6850,,,,,,,6830,6936,6920,6794,6847,6888,,
110,7229,7058,7130,,,,,,,7110,7217,7202,7074,7127,7169,,
115,7510,7340,7412,,,,,,,7392,7499,7483,7356,7409,7450,,
120,7790,7621,7691,,,,,,,7670,7778,7762,7637,7688,7729,,
125,8071,7899,7972,,,,,,,7951,8059,8044,7915,7969,8011,,
130,8353,8183,8255,,,,,,,8234,8342,8326,8199,8252,8293,,
135,8637,8463,8536,,,,,,,8515,8623,8607,8479,8533,8574,,
140,8982,8762,8851,,,,,,,8824,8967,8945,8781,8847,8903,,
145,9363,9128,9226,,,,,,,9197,9348,9327,9155,9220,9281,,
150,9741,9477,9611,,,,,,,9583,9724,9705,9534,9607,9662,,
155,10114,9846,9975,,,,,,,9953,10099,10077,9910,9972,10034,,
160,10488,10203,10356,,,,,,,10329,10461,10448,10283,10350,10406,,
165,10852,10565,10718,,,,,,,10698,10837,10816,10651,10716,10773,,
170,11235,10966,11100,,,,,,,11072,11219,11197,11022,11096,11153,,
175,11615,11370,11479,,,,,,,11456,11596,11578,11409,11478,11533,,
180,11996,11742,11861,,,,,,,11834,11980,11959,11784,11858,11914,,
185,12376,12126,12240,,,,,,,12216,12360,12337,12168,12239,12288,,
190,12757,12479,12623,,,,,,,12595,12741,12719,12547,12620,12675,,
195,13131,12883,13000,,,,,,,12974,13116,13092,12927,12999,13049,,
200,13509,13251,13378,,,,,,,13352,13497,13475,13302,13375,13431,,
205,13883,13606,13754,,,,,,,13728,13869,13848,13681,13751,13802,,
210,14257,13970,14123,,,,,,,14098,14240,14219,14050,14120,14177,,
215,14630,14341,14500,,,,,,,14471,14611,14583,14426,14496,14539,,
220,14998,14693,14868,,,,,,,14841,14982,14961,14795,14864,14917,,
225,15367,15078,15238,,,,,,,15211,15347,15324,15163,15233,15288,,
230,15735,15434,15605,,,,,,,15579,15720,15700,15531,15602,15656,,
235,16113,15834,15979,,,,,,,15951,16085,16064,15904,15976,16032,,
240,16477,16173,16346,,,,,,,16320,16463,16441,16273,16341,16397,,
245,16847,16558,16718,,,,,,,16691,16829,16812,16644,16715,16770,,
250,17215,16921,17084,,,,,,,17057,17199,17179,17010,17080,17136,,
255,17590,17319,17457,,,,,,,17429,17575,17554,17382,17454,17509,,
260,17959,17668,17828,,,,,,,17802,17944,17921,17755,17824,17879,,
265,18336,18055,18203,,,,,,,18177,18317,18298,18128,18199,18255,,
270,18695,18386,18568,,,,,,,18543,18680,18660,18497,18566,18618,,
275,19064,18775,18934,,,,,,,18906,19049,19028,18859,18930,18984,,
280,19428,19135,19297,,,,,,,19270,19413,19392,19225,19294,19348,,
285,19800,19511,19668,,,,,,,19640,19782,19760,19594,19664,19718,,
290,20158,19844,20033,,,,,,,20007,20143,20123,19956,20030,20081,,
295,20519,20189,20392,,,,,,,20368,20503,20482,20307,20388,20442,,
300,20869,20549,20748,,,,,,,20713,20858,20837,20673,20745,20796,,
305,21230,20894,21102,,,,,,,21076,21215,21194,21030,21098,21149,,
310,21596,21320,21470,,,,,,,21436,21583,21562,21397,21463,21519,,
315,21868,21729,21797,,,,,,,21787,21859,21847,21749,21795,21823,,
320,21896,21895,21896,,,,,,,21896,21896,21896,21895,21896,21896,,
325,21896,21896,21896,,,,,,,21896,21896,21896,21896,21896,21896,,
