Time,Avg Endorsement Latency
55,0.00167
60,0.00165
65,0.00160
70,0.00156
75,0.00153
80,0.00150
85,0.00149
90,0.00147
95,0.00147
100,0.00145
105,0.00150
110,NaN
115,NaN
120,NaN
125,NaN
130,0.00126
135,0.00115
140,0.00113
145,0.00112
150,0.00113
155,0.00113
160,0.00114
165,0.00114
170,0.00120
175,0.00129
180,0.00144
185,0.00137
190,NaN
195,NaN
200,NaN
205,NaN
210,NaN
215,0.00136
220,0.00147
225,0.00161
230,0.00184
235,0.00199
240,0.00209
245,0.00199
250,0.00187
255,0.00162
260,0.00138
265,0.00131
270,NaN
275,NaN
280,NaN
285,NaN
290,NaN
295,0.00137
300,0.00137
305,0.00142
310,0.00154
315,0.00175
320,0.00192
325,0.00201
330,0.00202
335,0.00199
340,0.00200
345,0.00200
350,0.00203
355,0.00204
360,0.00203
365,0.00205
370,0.00208
375,0.00211
380,0.00215
385,0.00215
390,0.00220
395,0.00232
400,0.00241
405,0.00246
410,0.00244
415,0.00245
420,0.00284
425,0.00316
430,0.00401
435,0.00585
440,0.00869
445,0.0120
450,0.0136
455,0.0135
460,0.0121
465,0.0122
470,0.0120
475,0.0129
480,0.0118
485,0.0148
490,0.0147
495,0.0160
500,0.0127
505,0.0135
510,0.0123
515,0.0140
520,0.0123
525,0.0131
530,0.0116
535,0.0131
540,0.0125
545,0.0145
550,0.0132
555,0.0148
560,0.0129
565,0.0131
570,0.0135
575,0.0133
580,0.0157
585,0.0152
590,0.0172
595,0.0139
600,0.0106
605,0.00565
610,0.00379
615,0.00237
620,0.00241
625,NaN
630,NaN
635,NaN
640,NaN
645,0.00176
650,0.00525
655,0.00630
660,0.00657
665,0.00637
670,0.00582
675,0.00174
680,NaN
685,NaN
690,NaN
695,NaN
700,NaN
705,NaN
710,15.1
715,17.2
720,19.9
725,22.4
730,25.4
735,NaN
740,NaN
745,NaN
750,NaN
755,NaN
760,NaN
765,NaN
770,NaN
775,NaN
780,NaN
785,NaN
790,NaN
795,NaN
800,NaN
805,NaN
810,NaN
815,NaN
820,NaN
825,NaN
830,NaN
835,NaN
840,NaN
845,NaN
850,NaN
855,NaN
860,NaN
865,NaN
870,NaN
875,NaN
880,NaN
885,NaN
890,NaN
895,NaN
900,NaN
905,NaN
910,NaN
915,NaN
920,NaN
925,NaN
930,NaN
935,NaN
940,NaN
945,NaN
950,NaN
955,NaN
960,NaN
965,NaN
970,NaN
975,NaN
980,NaN
985,NaN
990,NaN
995,NaN
1000,NaN
1005,NaN
1010,NaN
1015,NaN
1020,NaN
1025,NaN
1030,NaN
1035,NaN
1040,NaN
1045,NaN
